	nonPR_Hols_1	nonPR_Hols_2	nonPR_Hols_3	nonPR_Hols_4	nonPR_Hols_5	nonPR_Hols_6	nonPR_Hols_7	nonPR_Hols_8	nonPR_Hols_9	nonPR_Hols_10	nonPR_Hols_11	PR_Hols_1	PR_Hols_2	PR_Hols_3	PR_Hols_4	PR_Hols_5	PR_Hols_6	PR_Hols_7	PR_Hols_8	PR_Jap_1	PR_Jap_2	PR_Jap_3	PR_Jap_4	PR_Jap_5	PR_Jap_6	nonPR_Jap_1	nonPR_Jap_2	nonPR_Jap_3	nonPR_Jap_4	nonPR_Jap_5	nonPR_Sim_1	nonPR_Sim_2	nonPR_Sim_3	PR_Sim_1	PR_Sim_2	PR_Sim_3	PR_Cont_1	PR_Cont_2	PR_Cont_3	PR_Cont_4	PR_Cont_5	PR_Cont_6	nonPR_Cont_1	nonPR_Cont_2	nonPR_Cont_3	nonPR_Cont_4	nonPR_Cont_5	nonPR_Cont_6	nonPR_Sim2_1	nonPR_Sim2_2	nonPR_Sim2_3	PR_Sim2_1	PR_Sim2_2	PR_Sim2_3	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
Zo_PR_1	57780.8894236991	58081.9061259488	58480.6629296829	59264.0563488894	58621.5864113972	58320.0429152517	57939.5895491437	57984.7641969271	57789.7818406426	58289.3568148974	56764.2449307406	59538.8403045327	59817.5690521716	58249.5255136527	57939.1861825807	58053.8408563014	58450.1042380245	58379.6174283243	58903.1529538594	59439.0235651331	59188.9668233225	59385.6968158262	59279.0347375965	59520.8327792669	58766.0602701768	58698.6166584178	58860.1302804275	58827.4175915141	59368.4688816893	58273.2572880775	55178.6590211889	55402.3499085162	55751.8510019724	55149.1444526388	55209.4809611369	55480.1366681125	54989.8744303791	55209.5419095091	55590.433118125	56470.4501372275	55972.4687575291	55192.2190829598	54954.7279150193	55530.1174278417	55297.6960318012	54951.1709265127	56046.8325125376	54401.5418802142	54946.4852229291	54785.4697033503	56048.0338483637	56196.9806681857	56210.4936964371	54415.6646060919	48453.8381712891	48917.9930161371	46591.2408956553	46623.8016416717	50775.6750156457	47173.4303932968	47988.4969761377	52843.5278866409	46492.5583864458	48782.9284943677	52031.7838612989	49516.9089767714	51147.7735645041	53403.6849336928	51278.22540856	49643.7152154375	54499.899138383	55491.4499583422	56162.4560454149	53746.1973795246	50671.4375696528	52131.9006962487	50209.7786169625	49236.7599746794	50462.8408454697	50599.5019528116	51005.7626170206
Zo_PR_2	55927.1471603316	56218.6720199387	56654.7230128935	57515.094272459	56802.383968514	56529.2246465959	56122.4568371638	56158.6553262963	55973.5788167453	56457.251151678	54977.8924135363	57741.8673657627	58043.9025059632	56451.6840627836	56186.2178460664	56255.5427537204	56613.9500109065	56580.1237345584	57126.32306962	57508.4626333807	57352.3484503405	57497.8402485112	57423.2822131193	57646.6492208184	56886.3564952568	56887.5443973359	57038.377799801	56983.4831948458	57528.4326409373	56451.8114035691	53566.5231924021	53757.5524129746	54136.8611918847	53475.3258892583	53578.5731967064	53840.2131413776	53317.309513341	53577.8668052566	53983.2889425345	54773.339469829	54294.902639442	53562.1499123093	53341.0349598633	53951.0668173117	53671.6626684631	53288.840114313	54380.7648150309	52773.3530269152	53331.8380592554	53131.8406770851	54362.5795926159	54474.8437858897	54557.1261791297	52799.732057784	47057.3298144838	47210.9403158372	45077.515365559	45231.994308845	49350.9508119446	45862.3619860316	46646.8367000601	51337.4971404166	44902.7056931058	47409.6390834766	50253.1760919137	48326.0148233557	49482.2056120595	51742.3568520261	49634.6412164558	47985.2628468083	52810.8462801207	53685.6680521129	54416.9010703389	51906.1141025666	48996.5769144427	50613.4773106716	48468.5850695475	47578.2680974607	49035.852968279	48812.2608702933	49633.947058063
Zo_PR_3	59404.7766903614	59709.5794260507	60212.3926764381	60987.3206217278	60240.3664474224	60007.1355217708	59623.5789402309	59692.1580347596	59473.3448416041	59992.3405051276	58436.4379707879	61243.3152414558	61539.3136911829	59941.3840539687	59613.8674892112	59729.4851115361	60158.6068487262	60093.876411596	60631.5432908328	61174.1904605558	60909.923659336	61155.2809168244	61044.0647838183	61245.2386467602	60520.5627950392	60491.9692338016	60633.8007852174	60599.4893631438	61144.953246403	60024.14586112	56774.8012746643	57011.0882879108	57365.8311455593	56729.1756888604	56819.72746756	57068.3351032611	56567.8625076272	56806.2639593396	57289.6515818486	58103.1026362767	57658.6582390915	56778.9261085109	56575.3847595059	57209.535246191	56943.1175769094	56552.5105263223	57696.3813905413	55955.8449107454	56580.3160147583	56356.9417803066	57652.0665730064	57851.9715895616	57817.7716474653	55963.2098110631	50054.3129687095	50439.3508119311	48119.4975703014	47977.5701566056	52247.7681749936	48349.4436548429	49612.9249331218	54426.9664762781	47623.3257707122	50275.2395793786	53456.1077545857	51105.486777817	52929.5193606259	55107.0198391334	52777.2906349684	51105.7877932807	56099.6969849656	57206.3073336261	57848.0623368725	55510.1790006584	52250.948802635	53765.4637415209	51381.3789705972	50750.3705375225	52014.7271528814	51925.5124946374	52600.897603875
Zo_PR_4	56711.376714252	56982.0811522285	57461.0514255956	58243.580419405	57617.2132870553	57303.2295178537	56921.8032993419	56975.6473365935	56778.2244512669	57282.0318524811	55769.6939590109	58468.2785533646	58788.5552804463	57212.15489623	56940.0564092469	57020.7049986775	57386.9784347799	57374.1310026638	57907.2710588441	58408.4219663139	58195.7451739282	58393.0017878831	58300.5047480044	58471.2607611259	57773.0965916688	57700.9777848122	57923.0916157075	57854.3724683678	58445.3239831407	57377.0154484826	54134.3287514342	54370.9780254026	54748.7071244694	54076.203080357	54125.3483638313	54413.2889367853	53888.7384340056	54169.7256439504	54590.0194765848	55471.8799550967	54940.9115054426	54119.1784502521	53951.6201251128	54464.8172478756	54254.9479411179	53925.7579503153	55030.0752752879	53396.7222739232	53922.3965894811	53695.0903684516	54955.5386547703	55156.8400771117	55117.3407233098	53351.9533399441	47540.1698327748	47615.708017265	45556.7221443784	45341.0078470373	49504.5494235278	45705.6562944397	46793.6914256261	51456.5228811711	45263.740960583	47759.9010636403	51027.2352639575	48558.0949916776	50393.8924749344	52047.6919696947	50133.7804285841	48319.1343121495	53127.5328237929	54438.2331959154	55065.6255124282	52781.0019244824	49481.4567654015	51032.5310476447	48820.9717007589	48044.435317787	49318.8488176431	49485.587510182	49959.643460201
SW_PR_1	49767.7804051424	50045.5704599709	50453.1392876313	51215.8376803421	50688.8613619522	50345.4348661443	49988.471519956	50031.2641506037	49863.9791045941	50284.8937847427	48952.1061891364	51445.3926790371	51640.6247848052	50280.749276992	50024.0047622904	50094.4840256594	50436.0382803289	50373.6398714541	50835.1456080274	51109.0907050445	50978.6900365803	51082.987029349	51026.8869600223	51251.7966398022	50555.7801308129	50612.874169414	50740.079939485	50690.7831125722	51137.0822193722	50200.4427229605	47768.3476637701	47950.3995919702	48273.3837887838	47713.1273578301	47800.7640508721	48024.5812482472	47603.3225759654	47817.685043285	48136.0919972532	48898.6085928582	48479.6039585157	47810.693627426	47587.2121542103	48104.551611275	47858.993253275	47544.382410879	48545.4599424027	47096.7201219009	47538.9008613241	47418.0242647857	48535.6565673174	48641.3801251804	48729.0017045163	47118.2777888643	42119.3534053824	42255.4048729518	40254.4180684656	40680.2802285779	43930.069941934	41013.3882208053	41468.863492904	45776.2683314969	40115.2984741931	42220.0158664939	44667.281717878	42871.1324681472	44113.385421788	46046.6464940167	44314.1719683472	42773.7325266618	46969.4438371909	47768.922513358	48234.5295118433	46257.5598690847	43902.8308690349	45155.460438721	43181.6338409317	42497.2407004914	43519.7184800705	43578.8551751345	44121.9633908175
SW_PR_2	54470.4609586225	54760.1609875891	55158.9257066177	55928.9689446301	55217.7495281776	54966.3799943779	54613.0178725891	54643.29606216	54493.5194913892	54945.9593758854	53478.8567656323	56138.807717578	56399.802458128	54937.8400242338	54572.1262433602	54737.8494477711	55158.7508292627	55025.5347170655	55563.1210343115	56073.7511832196	55885.495965319	56043.542488711	55945.008257686	56212.0561032014	55464.5940388594	55421.8003046648	55580.6363519979	55600.6651456815	56064.7422555112	55022.9241490214	52074.8840072431	52310.0017428302	52615.2264800962	52066.6129087506	52121.8806673536	52330.7857724496	51865.4298461938	52095.5073199182	52485.9593303751	53304.258580366	52812.9011378784	52064.2129195074	51827.5362827173	52395.6979215077	52184.3664446501	51873.9453797572	52905.1109688963	51313.0850941905	51908.9476329343	51706.8456783418	52821.2365632072	53062.417013543	52986.1360894182	51393.1533065953	45683.5057131231	46064.7316371311	43998.3020030141	43782.7088701163	47924.9166669419	44218.6616360144	45218.1761360785	49724.016412038	43767.5705637041	46104.8864357881	48995.8407353073	46780.1681630844	48438.3050192507	50168.8527622248	48276.538239668	46817.8614200557	51292.0061986803	52285.5645039287	52806.7615958425	50510.5117542089	47722.4464057476	49205.5330323523	47170.253845839	46318.5228979178	47528.9582557346	47543.9711386526	48293.7941085127
SW_PR_3	50981.6730391007	51262.7250168166	51673.9908633596	52506.1358703797	51850.728953115	51528.3256725986	51177.0890296167	51187.9005995509	51037.2245823643	51481.1543953398	50124.5718748558	52625.9541605185	52858.8425982752	51479.3432053908	51130.1495435157	51242.8211396349	51630.5493980684	51526.9595630079	52040.9320913049	52400.4566256762	52276.6582217017	52359.2224571097	52384.7985845175	52569.5399132801	51889.5658888621	51962.4768291927	52015.1936380991	51995.1563831601	52502.8815261059	51539.7886808698	48860.8713671477	49091.7581870147	49401.1251042979	48875.6951951387	48949.4120099788	49104.0439306582	48677.4507974937	48906.3364065238	49311.4859591038	50074.8735179752	49583.6978498324	48842.1182526354	48735.6095444736	49164.1981158277	48977.8004996163	48663.4727175818	49686.5109209431	48169.2821137923	48719.2347864941	48518.5902915553	49599.5144769303	49865.6765938429	49788.2202568571	48220.1316245717	43087.120095859	43134.9521171366	41479.9051052041	41297.159198035	45272.6481535229	41622.9985537822	42401.3439519853	46638.5384997894	40985.1487823791	43311.7013773985	46108.1147379199	44219.1310031681	45482.0225392728	47177.134489264	45497.9903287941	43847.1436146713	48271.1462589186	49088.7629483589	49702.5250479214	47763.0411343171	44941.5720604046	46349.3664652216	44373.6380906986	43407.2537709886	44681.4968517741	44754.6619391955	45321.0083148415
SW_PR_4	51745.0939880491	52006.0767349407	52398.5827743092	53189.8200317025	52559.1534822519	52244.5864844779	51887.244457893	51926.8602130758	51766.7669704585	52218.3651150697	50811.7188235499	53365.0353564914	53601.4464783644	52218.2558681285	51924.3334299306	52054.096626155	52409.6758187054	52309.2872956386	52841.5433356694	53295.4162485251	53124.3608796036	53250.8075426744	53163.8597143078	53411.2076217164	52698.1223077619	52625.7064189813	52825.9352851504	52826.289018187	53288.1972576159	52322.2918237948	49353.1760819177	49569.5327970566	49876.9745304456	49321.312891567	49381.1596213051	49616.8956160873	49142.6983271661	49407.3964334305	49762.0896242059	50501.644863921	50088.2505807077	49352.2232721391	49177.5808226932	49686.9168328348	49444.8025343963	49146.870491427	50164.1156276123	48663.8772077283	49192.7239202895	48935.1128054805	50128.6854282952	50336.0324283243	50286.5173853116	48693.0093780596	43473.9525767566	43544.5408960794	41741.6692462856	41561.7690946798	45368.9264623777	42100.4575207941	42884.7081611754	47160.3673289603	41418.3533869536	43484.7642965825	46518.7568122455	44512.2901380268	45774.6552953994	47656.0662928127	45854.0525545795	44182.8154332304	48694.8348896207	49663.3779398308	50243.3792848236	48080.2196226069	45336.1025212215	46845.6050979937	44564.6158741628	43846.9227096317	45066.1841096653	44975.5488635413	45640.8342561288
SW_PR_5	50976.4602618189	51229.8402114624	51604.320091922	52419.8473128529	51798.1620719993	51456.4662174254	51091.8121172073	51151.3075534111	50980.7570495261	51419.806839504	50090.8591549003	52577.3463195232	52750.7251600306	51401.0833206236	51063.1931753153	51213.9632636803	51540.3877185114	51452.529241691	51953.8069758871	52331.7524958637	52232.2261561192	52319.1489222428	52293.6048522459	52512.7289111485	51875.7882948373	51878.1043940138	51930.6837014781	51965.6914174535	52354.5869515201	51473.2128625955	48634.823398209	48872.1269778614	49174.0327215389	48597.6279958825	48686.8078406534	48894.8404103896	48485.4029539023	48682.0916442303	49042.7178317444	49787.3851200111	49330.5631295963	48620.2561003277	48469.6756321742	48948.7572867607	48715.9429237715	48456.0966497094	49438.0367662078	47955.3986018223	48444.3334416013	48283.1832056459	49372.0956373131	49608.5411059833	49555.2078348323	48018.1977051406	43153.9056921634	42752.6804710233	41278.0644719617	41265.0154641647	44981.6545712293	41417.751719694	42600.9851976295	46689.3843895048	40830.4756071336	43315.571610792	45874.9992350703	44030.9315037629	45395.7906548528	47253.2467243245	45339.6268784729	43791.2579528125	48160.7891223298	49027.412500938	49386.885873024	47544.8214648797	44818.6624277646	46129.369900587	44269.0183254507	43484.7600654551	44749.7341673452	44740.1638745297	45355.8980728405
SW_PR_6	51054.7990386753	51325.8441051405	51726.8368079724	52557.8905459022	51911.0351740102	51571.6904445634	51220.9088389465	51255.2809837413	51072.162636711	51519.9953685228	50178.7936350066	52651.1101366696	52895.1930718859	51524.1912865164	51209.9295205634	51348.9424181446	51711.616955036	51603.6805650067	52106.2037325185	52563.6442858198	52429.5901693091	52544.2786142683	52509.8788248007	52729.0502640974	52009.1774365257	52026.1010110444	52138.471480687	52145.2086595268	52561.9709722875	51664.4591437963	48808.2421438771	48999.4879561711	49334.6796977399	48757.2896912201	48810.0734261624	49045.5495472786	48591.4676792237	48836.4126739143	49224.9863230722	49960.1569686001	49521.9569027122	48787.4136899885	48616.3359553563	49103.8409680314	48871.6191227717	48581.4577767405	49555.314971622	48097.7213640899	48638.816698858	48424.0507257952	49516.9577461119	49755.7628510858	49699.8056824247	48146.7113741552	42799.3855152084	42739.392210485	41153.3898415996	40964.2676992638	44810.9454421327	41437.7126180993	42185.0420889238	46323.1105051585	40648.2840921095	43060.8988208227	45649.9132069414	43957.5623634639	45009.1240551317	47132.5852098238	45097.4063117455	43460.2592807702	47953.6295963416	48823.4026864701	49221.1461482168	47345.5658487418	44615.452052197	45989.5435664515	43820.9616463551	43056.5438931062	44434.9397048836	44373.4966217906	45006.0565608311
SW_PR_7	52118.4781980002	52396.8458958517	52757.0677548824	53570.3719232268	52889.495770189	52588.161855965	52225.3853262693	52255.9995216788	52092.9558325034	52537.7567561723	51141.8376620743	53665.7355720998	53892.1441693922	52539.4248698695	52204.9742547912	52394.8918702946	52736.6319120402	52601.4708489912	53135.13387348	53694.0116982672	53524.2524156309	53720.7904957609	53588.0238235454	53834.3136066678	53130.9552507223	53072.8786798104	53221.7783191635	53257.2900568947	53731.7417582186	52773.7745195298	49589.8458195858	49811.512804331	50107.5395726822	49494.1900319515	49533.6659915262	49768.0556267556	49378.8496603685	49589.6910152664	50015.6399439251	50712.7196723534	50288.8009605894	49508.8229319814	49395.6956286584	49844.5388510943	49640.044060958	49380.83866303	50325.2403819585	48824.9644878658	49446.4044333012	49149.0706783212	50309.2988585554	50550.9999486501	50443.7930635461	48876.1925392615	43482.0457011049	43455.466522395	41811.6453163539	41508.396598617	45559.6072972935	41883.6711593367	42982.9050104965	46998.0367232255	41257.2037761349	43457.703228986	46617.4177363149	44738.0538374702	46362.3207857451	47813.0399786925	45580.4991874471	44223.7521876387	48641.7755200465	49577.3429380099	50370.3710486415	48297.225886516	45081.1904431344	46781.9855072044	44485.6197699016	43800.0294761036	45299.2008347833	45080.0302013084	45667.142161041
