ligand	receptor	d.ligand	d.receptor	ligand_ensembl	receptor_ensembl
SERPINE1	PLAUR	serpin family E member 1	"plasminogen activator, urokinase receptor"	ENSBTAG00000014465	ENSBTAG00000013125
SERPINE2	LRP1	serpin family E member 2	LDL receptor related protein 1	ENSBTAG00000008717	ENSBTAG00000010830
SERPING1	LRP1	serpin family G member 1	LDL receptor related protein 1	ENSBTAG00000016267	ENSBTAG00000010830
SERPING1	SELE	serpin family G member 1	selectin E	ENSBTAG00000016267	ENSBTAG00000007307
SERPING1	SELP	serpin family G member 1	selectin P	ENSBTAG00000016267	ENSBTAG00000020755
SFTPA1	TLR2	surfactant protein A1	toll like receptor 2	ENSBTAG00000023032	ENSBTAG00000008008
SFTPD	LY96	surfactant protein D	lymphocyte antigen 96	ENSBTAG00000046421	ENSBTAG00000072335
SFTPD	TLR4	surfactant protein D	toll like receptor 4	ENSBTAG00000046421	ENSBTAG00000006240
SHANK1	ABCA1	SH3 and multiple ankyrin repeat domains 1	ATP binding cassette subfamily A member 1	ENSBTAG00000013107	ENSBTAG00000020661
SHANK1	ADGRB2	SH3 and multiple ankyrin repeat domains 1	adhesion G protein-coupled receptor B2	ENSBTAG00000013107	ENSBTAG00000010657
SHANK1	ADGRL2	SH3 and multiple ankyrin repeat domains 1	adhesion G protein-coupled receptor L2	ENSBTAG00000013107	ENSBTAG00000012305
SHANK1	ADGRL1	SH3 and multiple ankyrin repeat domains 1	adhesion G protein-coupled receptor L1	ENSBTAG00000013107	ENSBTAG00000003675
SHANK1	SSTR2	SH3 and multiple ankyrin repeat domains 1	somatostatin receptor 2	ENSBTAG00000013107	ENSBTAG00000017136
SHBG	CD177	sex hormone binding globulin	CD177 molecule	ENSBTAG00000004226	ENSBTAG00000002976
SHBG	CLDN4	sex hormone binding globulin	claudin 4	ENSBTAG00000004226	ENSBTAG00000026278
SHBG	SLC37A1	sex hormone binding globulin	solute carrier family 37 member 1	ENSBTAG00000004226	ENSBTAG00000021286
SHH	BOC	sonic hedgehog signaling molecule	"BOC cell adhesion associated, oncogene regulated"	ENSBTAG00000024552	ENSBTAG00000013909
SHH	CDON	sonic hedgehog signaling molecule	"cell adhesion associated, oncogene regulated"	ENSBTAG00000024552	ENSBTAG00000009315
SHH	GPC5	sonic hedgehog signaling molecule	glypican 5	ENSBTAG00000024552	ENSBTAG00000008708
SHH	HHIP	sonic hedgehog signaling molecule	hedgehog interacting protein	ENSBTAG00000024552	ENSBTAG00000016071
SHH	LRP2	sonic hedgehog signaling molecule	LDL receptor related protein 2	ENSBTAG00000024552	ENSBTAG00000004555
SHH	PTCH1	sonic hedgehog signaling molecule	patched 1	ENSBTAG00000024552	ENSBTAG00000009903
SHH	PTCH2	sonic hedgehog signaling molecule	patched 2	ENSBTAG00000024552	ENSBTAG00000024137
SHH	SMO	sonic hedgehog signaling molecule	"smoothened, frizzled class receptor"	ENSBTAG00000024552	ENSBTAG00000013287
SLIT1	GPC1	slit guidance ligand 1	glypican 1	ENSBTAG00000043991	ENSBTAG00000015996
SLIT1	ROBO1	slit guidance ligand 1	roundabout guidance receptor 1	ENSBTAG00000043991	ENSBTAG00000009851
SLIT1	SDC1	slit guidance ligand 1	syndecan 1	ENSBTAG00000043991	ENSBTAG00000011154
SLIT2	DCC	slit guidance ligand 2	DCC netrin 1 receptor	ENSBTAG00000005108	ENSBTAG00000048378
SLIT2	GPC1	slit guidance ligand 2	glypican 1	ENSBTAG00000005108	ENSBTAG00000015996
SLIT2	ROBO1	slit guidance ligand 2	roundabout guidance receptor 1	ENSBTAG00000005108	ENSBTAG00000009851
SLIT2	ROBO2	slit guidance ligand 2	roundabout guidance receptor 2	ENSBTAG00000005108	ENSBTAG00000010462
SLIT2	ROBO4	slit guidance ligand 2	roundabout guidance receptor 4	ENSBTAG00000005108	ENSBTAG00000004356
SLIT2	SDC1	slit guidance ligand 2	syndecan 1	ENSBTAG00000005108	ENSBTAG00000011154
SLIT3	ROBO2	slit guidance ligand 3	roundabout guidance receptor 2	ENSBTAG00000017746	ENSBTAG00000010462
SLPI	CD4	secretory leukocyte peptidase inhibitor	CD4 molecule	ENSBTAG00000004148	ENSBTAG00000003255
SORBS1	INSR	sorbin and SH3 domain containing 1	insulin receptor	ENSBTAG00000002880	ENSBTAG00000012687
SORBS1	ITGA1	sorbin and SH3 domain containing 1	integrin subunit alpha 1	ENSBTAG00000002880	ENSBTAG00000016525
SORBS1	ITGB5	sorbin and SH3 domain containing 1	integrin subunit beta 5	ENSBTAG00000002880	ENSBTAG00000013755
SOST	LRP5	sclerostin	LDL receptor related protein 5	ENSBTAG00000053970	ENSBTAG00000005903
SOST	LRP6	sclerostin	LDL receptor related protein 6	ENSBTAG00000053970	ENSBTAG00000011761
SPINK1	EGFR	serine peptidase inhibitor Kazal type 1	epidermal growth factor receptor	ENSBTAG00000015558	ENSBTAG00000011628
SPINK1	NRSN1	serine peptidase inhibitor Kazal type 1	neurensin 1	ENSBTAG00000015558	ENSBTAG00000009180
SPINT1	ST14	"serine peptidase inhibitor, Kunitz type 1"	ST14 transmembrane serine protease matriptase	ENSBTAG00000004086	ENSBTAG00000019712
SPON2	ITGAM	spondin 2	integrin subunit alpha M	ENSBTAG00000004261	ENSBTAG00000047238
SPON2	ITGB2	spondin 2	integrin subunit beta 2	ENSBTAG00000004261	ENSBTAG00000017060
SPP1	CD44	secreted phosphoprotein 1	CD44 molecule (Indian blood group)	ENSBTAG00000005260	ENSBTAG00000011578
SPP1	ITGA4	secreted phosphoprotein 1	integrin subunit alpha 4	ENSBTAG00000005260	ENSBTAG00000009256
SPP1	ITGA5	secreted phosphoprotein 1	integrin subunit alpha 5	ENSBTAG00000005260	ENSBTAG00000013745
SPP1	ITGA9	secreted phosphoprotein 1	integrin subunit alpha 9	ENSBTAG00000005260	ENSBTAG00000016566
SPP1	ITGAV	secreted phosphoprotein 1	integrin subunit alpha V	ENSBTAG00000005260	ENSBTAG00000019929
SPP1	ITGB1	secreted phosphoprotein 1	integrin subunit beta 1	ENSBTAG00000005260	ENSBTAG00000015910
SPP1	ITGB3	secreted phosphoprotein 1	integrin subunit beta 3	ENSBTAG00000005260	ENSBTAG00000009987
SPP1	ITGB5	secreted phosphoprotein 1	integrin subunit beta 5	ENSBTAG00000005260	ENSBTAG00000013755
SPP1	S1PR1	secreted phosphoprotein 1	sphingosine-1-phosphate receptor 1	ENSBTAG00000005260	ENSBTAG00000005990
SPTAN1	PTPRA	"spectrin alpha, non-erythrocytic 1"	protein tyrosine phosphatase receptor type A	ENSBTAG00000015327	ENSBTAG00000011425
SPTBN2	PTPRA	"spectrin beta, non-erythrocytic 2"	protein tyrosine phosphatase receptor type A	ENSBTAG00000005929	ENSBTAG00000011425
SST	ADRA2A	somatostatin	adrenoceptor alpha 2A	ENSBTAG00000017312	ENSBTAG00000039292
SST	GRM7	somatostatin	glutamate metabotropic receptor 7	ENSBTAG00000017312	ENSBTAG00000013047
SST	MTNR1A	somatostatin	melatonin receptor 1A	ENSBTAG00000017312	ENSBTAG00000046938
SST	SSTR2	somatostatin	somatostatin receptor 2	ENSBTAG00000017312	ENSBTAG00000017136
SST	SSTR3	somatostatin	somatostatin receptor 3	ENSBTAG00000017312	ENSBTAG00000055328
SST	SSTR5	somatostatin	somatostatin receptor 5	ENSBTAG00000017312	ENSBTAG00000039974
SYTL3	NRXN1	synaptotagmin like 3	neurexin 1	ENSBTAG00000010334	ENSBTAG00000046199
TAC1	TACR1	tachykinin precursor 1	tachykinin receptor 1	ENSBTAG00000015356	ENSBTAG00000015575
TAC1	TACR2	tachykinin precursor 1	tachykinin receptor 2	ENSBTAG00000015356	ENSBTAG00000021664
TAC1	TACR3	tachykinin precursor 1	tachykinin receptor 3	ENSBTAG00000015356	ENSBTAG00000016247
TAC3	TACR1	tachykinin precursor 3	tachykinin receptor 1	ENSBTAG00000021807	ENSBTAG00000015575
TAC3	TACR2	tachykinin precursor 3	tachykinin receptor 2	ENSBTAG00000021807	ENSBTAG00000021664
TAC3	TACR3	tachykinin precursor 3	tachykinin receptor 3	ENSBTAG00000021807	ENSBTAG00000016247
TCN2	CNR1	transcobalamin 2	cannabinoid receptor 1	ENSBTAG00000002770	ENSBTAG00000054523
TCN2	LRP2	transcobalamin 2	LDL receptor related protein 2	ENSBTAG00000002770	ENSBTAG00000004555
TCTN1	TMEM67	tectonic family member 1	transmembrane protein 67	ENSBTAG00000009208	ENSBTAG00000044190
TFPI	F3	tissue factor pathway inhibitor	"coagulation factor III, tissue factor"	ENSBTAG00000049919	ENSBTAG00000007101
TFPI	LRP1	tissue factor pathway inhibitor	LDL receptor related protein 1	ENSBTAG00000049919	ENSBTAG00000010830
TFPI	SDC4	tissue factor pathway inhibitor	syndecan 4	ENSBTAG00000049919	ENSBTAG00000015127
TFPI	VLDLR	tissue factor pathway inhibitor	very low density lipoprotein receptor	ENSBTAG00000049919	ENSBTAG00000018517
TF	ADRB2	transferrin	adrenoceptor beta 2	ENSBTAG00000007273	ENSBTAG00000002144
TF	GPR162	transferrin	G protein-coupled receptor 162	ENSBTAG00000007273	ENSBTAG00000034385
TF	LDLR	transferrin	low density lipoprotein receptor	ENSBTAG00000007273	ENSBTAG00000012314
TF	LRP2	transferrin	LDL receptor related protein 2	ENSBTAG00000007273	ENSBTAG00000004555
TF	TFR2	transferrin	transferrin receptor 2	ENSBTAG00000007273	ENSBTAG00000011738
TF	TFRC	transferrin	transferrin receptor	ENSBTAG00000007273	ENSBTAG00000032719
TGFA	EGFR	transforming growth factor alpha	epidermal growth factor receptor	ENSBTAG00000000783	ENSBTAG00000011628
TGFA	ERBB2	transforming growth factor alpha	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000000783	ENSBTAG00000021798
TGFA	ERBB3	transforming growth factor alpha	erb-b2 receptor tyrosine kinase 3	ENSBTAG00000000783	ENSBTAG00000010444
TGFA	ERBB4	transforming growth factor alpha	erb-b2 receptor tyrosine kinase 4	ENSBTAG00000000783	ENSBTAG00000012647
TGFB1	ACVRL1	transforming growth factor beta 1	activin A receptor like type 1	ENSBTAG00000020457	ENSBTAG00000013843
TGFB1	CD109	transforming growth factor beta 1	CD109 molecule	ENSBTAG00000020457	ENSBTAG00000013222
TGFB1	CXCR4	transforming growth factor beta 1	C-X-C motif chemokine receptor 4	ENSBTAG00000020457	ENSBTAG00000001060
TGFB1	ENG	transforming growth factor beta 1	endoglin	ENSBTAG00000020457	ENSBTAG00000008997
TGFB1	ITGAV	transforming growth factor beta 1	integrin subunit alpha V	ENSBTAG00000020457	ENSBTAG00000019929
TGFB1	ITGB1	transforming growth factor beta 1	integrin subunit beta 1	ENSBTAG00000020457	ENSBTAG00000015910
TGFB1	ITGB3	transforming growth factor beta 1	integrin subunit beta 3	ENSBTAG00000020457	ENSBTAG00000009987
TGFB1	ITGB5	transforming growth factor beta 1	integrin subunit beta 5	ENSBTAG00000020457	ENSBTAG00000013755
TGFB1	ITGB6	transforming growth factor beta 1	integrin subunit beta 6	ENSBTAG00000020457	ENSBTAG00000009080
TGFB1	ITGB8	transforming growth factor beta 1	integrin subunit beta 8	ENSBTAG00000020457	ENSBTAG00000003709
TGFB1	SDC2	transforming growth factor beta 1	syndecan 2	ENSBTAG00000020457	ENSBTAG00000014357
TGFB1	SMAD3	transforming growth factor beta 1	SMAD family member 3	ENSBTAG00000020457	ENSBTAG00000012599
TGFB1	TGFBR1	transforming growth factor beta 1	transforming growth factor beta receptor 1	ENSBTAG00000020457	ENSBTAG00000018035
TGFB1	TGFBR2	transforming growth factor beta 1	transforming growth factor beta receptor 2	ENSBTAG00000020457	ENSBTAG00000019832
TGFB1	TGFBR3	transforming growth factor beta 1	transforming growth factor beta receptor 3	ENSBTAG00000020457	ENSBTAG00000024269
TGFB2	ACVR1	transforming growth factor beta 2	activin A receptor type 1	ENSBTAG00000005359	ENSBTAG00000011909
TGFB2	ENG	transforming growth factor beta 2	endoglin	ENSBTAG00000005359	ENSBTAG00000008997
TGFB2	TGFBR1	transforming growth factor beta 2	transforming growth factor beta receptor 1	ENSBTAG00000005359	ENSBTAG00000018035
TGFB2	TGFBR2	transforming growth factor beta 2	transforming growth factor beta receptor 2	ENSBTAG00000005359	ENSBTAG00000019832
TGFB2	TGFBR3	transforming growth factor beta 2	transforming growth factor beta receptor 3	ENSBTAG00000005359	ENSBTAG00000024269
TGFB3	ACVRL1	transforming growth factor beta 3	activin A receptor like type 1	ENSBTAG00000012004	ENSBTAG00000013843
TGFB3	ENG	transforming growth factor beta 3	endoglin	ENSBTAG00000012004	ENSBTAG00000008997
TGFB3	ITGB1	transforming growth factor beta 3	integrin subunit beta 1	ENSBTAG00000012004	ENSBTAG00000015910
TGFB3	ITGB3	transforming growth factor beta 3	integrin subunit beta 3	ENSBTAG00000012004	ENSBTAG00000009987
TGFB3	ITGB5	transforming growth factor beta 3	integrin subunit beta 5	ENSBTAG00000012004	ENSBTAG00000013755
TGFB3	ITGB6	transforming growth factor beta 3	integrin subunit beta 6	ENSBTAG00000012004	ENSBTAG00000009080
TGFB3	TGFBR1	transforming growth factor beta 3	transforming growth factor beta receptor 1	ENSBTAG00000012004	ENSBTAG00000018035
TGFB3	TGFBR2	transforming growth factor beta 3	transforming growth factor beta receptor 2	ENSBTAG00000012004	ENSBTAG00000019832
TGFB3	TGFBR3	transforming growth factor beta 3	transforming growth factor beta receptor 3	ENSBTAG00000012004	ENSBTAG00000024269
TGM2	ADGRG1	transglutaminase 2	adhesion G protein-coupled receptor G1	ENSBTAG00000016208	ENSBTAG00000038141
TGM2	ITGA4	transglutaminase 2	integrin subunit alpha 4	ENSBTAG00000016208	ENSBTAG00000009256
TGM2	ITGA9	transglutaminase 2	integrin subunit alpha 9	ENSBTAG00000016208	ENSBTAG00000016566
TGM2	ITGB1	transglutaminase 2	integrin subunit beta 1	ENSBTAG00000016208	ENSBTAG00000015910
TGM2	ITGB3	transglutaminase 2	integrin subunit beta 3	ENSBTAG00000016208	ENSBTAG00000009987
TGM2	SDC4	transglutaminase 2	syndecan 4	ENSBTAG00000016208	ENSBTAG00000015127
TGM2	TBXA2R	transglutaminase 2	thromboxane A2 receptor	ENSBTAG00000016208	ENSBTAG00000014944
TGS1	RXRA	trimethylguanosine synthase 1	retinoid X receptor alpha	ENSBTAG00000005898	ENSBTAG00000017851
TG	ASGR1	thyroglobulin	asialoglycoprotein receptor 1	ENSBTAG00000007823	ENSBTAG00000012071
TG	LRP2	thyroglobulin	LDL receptor related protein 2	ENSBTAG00000007823	ENSBTAG00000004555
THBS1	CD36	thrombospondin 1	CD36 molecule	ENSBTAG00000002006	ENSBTAG00000017866
THBS1	CD47	thrombospondin 1	CD47 molecule	ENSBTAG00000002006	ENSBTAG00000003585
THBS1	ITGA2B	thrombospondin 1	integrin subunit alpha 2b	ENSBTAG00000002006	ENSBTAG00000008165
THBS1	ITGA3	thrombospondin 1	integrin subunit alpha 3	ENSBTAG00000002006	ENSBTAG00000019498
THBS1	ITGA4	thrombospondin 1	integrin subunit alpha 4	ENSBTAG00000002006	ENSBTAG00000009256
THBS1	ITGA6	thrombospondin 1	integrin subunit alpha 6	ENSBTAG00000002006	ENSBTAG00000017266
THBS1	ITGB1	thrombospondin 1	integrin subunit beta 1	ENSBTAG00000002006	ENSBTAG00000015910
THBS1	ITGB3	thrombospondin 1	integrin subunit beta 3	ENSBTAG00000002006	ENSBTAG00000009987
THBS1	LRP1	thrombospondin 1	LDL receptor related protein 1	ENSBTAG00000002006	ENSBTAG00000010830
THBS1	LRP5	thrombospondin 1	LDL receptor related protein 5	ENSBTAG00000002006	ENSBTAG00000005903
THBS1	SCARB1	thrombospondin 1	scavenger receptor class B member 1	ENSBTAG00000002006	ENSBTAG00000014269
THBS1	SDC1	thrombospondin 1	syndecan 1	ENSBTAG00000002006	ENSBTAG00000011154
THBS1	SDC4	thrombospondin 1	syndecan 4	ENSBTAG00000002006	ENSBTAG00000015127
THBS1	TNFRSF11B	thrombospondin 1	TNF receptor superfamily member 11b	ENSBTAG00000002006	ENSBTAG00000007423
THPO	MPL	thrombopoietin	"MPL proto-oncogene, thrombopoietin receptor"	ENSBTAG00000000476	ENSBTAG00000003781
THPO	SIRPB1	thrombopoietin	signal regulatory protein beta 1	ENSBTAG00000000476	ENSBTAG00000039520
TIMP1	CD63	TIMP metallopeptidase inhibitor 1	CD63 molecule	ENSBTAG00000066152	ENSBTAG00000011931
TIMP2	ITGA3	TIMP metallopeptidase inhibitor 2	integrin subunit alpha 3	ENSBTAG00000077804	ENSBTAG00000019498
TIMP2	ITGB1	TIMP metallopeptidase inhibitor 2	integrin subunit beta 1	ENSBTAG00000077804	ENSBTAG00000015910
TIMP3	AGTR2	TIMP metallopeptidase inhibitor 3	angiotensin II receptor type 2	ENSBTAG00000020638	ENSBTAG00000040386
TIMP3	KDR	TIMP metallopeptidase inhibitor 3	kinase insert domain receptor	ENSBTAG00000020638	ENSBTAG00000000782
TLN1	ITGB3	talin 1	integrin subunit beta 3	ENSBTAG00000025868	ENSBTAG00000009987
TLN1	ITGB5	talin 1	integrin subunit beta 5	ENSBTAG00000025868	ENSBTAG00000013755
TNC	CNTN1	tenascin C	contactin 1	ENSBTAG00000000575	ENSBTAG00000020679
TNC	EGFR	tenascin C	epidermal growth factor receptor	ENSBTAG00000000575	ENSBTAG00000011628
TNC	ITGA2	tenascin C	integrin subunit alpha 2	ENSBTAG00000000575	ENSBTAG00000019289
TNC	ITGA5	tenascin C	integrin subunit alpha 5	ENSBTAG00000000575	ENSBTAG00000013745
TNC	ITGA7	tenascin C	integrin subunit alpha 7	ENSBTAG00000000575	ENSBTAG00000012897
TNC	ITGA8	tenascin C	integrin subunit alpha 8	ENSBTAG00000000575	ENSBTAG00000007602
TNC	ITGA9	tenascin C	integrin subunit alpha 9	ENSBTAG00000000575	ENSBTAG00000016566
TNC	ITGAV	tenascin C	integrin subunit alpha V	ENSBTAG00000000575	ENSBTAG00000019929
TNC	ITGB1	tenascin C	integrin subunit beta 1	ENSBTAG00000000575	ENSBTAG00000015910
TNC	ITGB3	tenascin C	integrin subunit beta 3	ENSBTAG00000000575	ENSBTAG00000009987
TNC	ITGB6	tenascin C	integrin subunit beta 6	ENSBTAG00000000575	ENSBTAG00000009080
TNC	NT5E	tenascin C	5-nucleotidase ecto	ENSBTAG00000000575	ENSBTAG00000048655
TNC	PTPRB	tenascin C	protein tyrosine phosphatase receptor type B	ENSBTAG00000000575	ENSBTAG00000015296
TNC	PTPRZ1	tenascin C	protein tyrosine phosphatase receptor type Z1	ENSBTAG00000000575	ENSBTAG00000012119
TNC	SDC1	tenascin C	syndecan 1	ENSBTAG00000000575	ENSBTAG00000011154
TNC	SDC4	tenascin C	syndecan 4	ENSBTAG00000000575	ENSBTAG00000015127
TNFSF10	TNFRSF10D	TNF superfamily member 10	TNF receptor superfamily member 10d	ENSBTAG00000057675	ENSBTAG00000051704
TNFSF10	TNFRSF11B	TNF superfamily member 10	TNF receptor superfamily member 11b	ENSBTAG00000057675	ENSBTAG00000007423
TNFSF11	TNFRSF11A	TNF superfamily member 11	TNF receptor superfamily member 11a	ENSBTAG00000008924	ENSBTAG00000007569
TNFSF11	TNFRSF11B	TNF superfamily member 11	TNF receptor superfamily member 11b	ENSBTAG00000008924	ENSBTAG00000007423
TNFSF12	TNFRSF12A	TNF superfamily member 12	TNF receptor superfamily member 12A	ENSBTAG00000031725	ENSBTAG00000012082
TNFSF12	TNFRSF25	TNF superfamily member 12	TNF receptor superfamily member 25	ENSBTAG00000031725	ENSBTAG00000006519
TNFSF12	TNFRSF8	TNF superfamily member 12	TNF receptor superfamily member 8	ENSBTAG00000031725	ENSBTAG00000039937
TNFSF13B	TNFRSF13B	TNF superfamily member 13b	TNF receptor superfamily member 13B	ENSBTAG00000011563	ENSBTAG00000015298
TNFSF13B	TNFRSF13C	TNF superfamily member 13b	TNF receptor superfamily member 13C	ENSBTAG00000011563	ENSBTAG00000026489
TNFSF13B	TNFRSF17	TNF superfamily member 13b	TNF receptor superfamily member 17	ENSBTAG00000011563	ENSBTAG00000049285
TNFSF13	FAS	TNF superfamily member 13	Fas cell surface death receptor	ENSBTAG00000000130	ENSBTAG00000010785
TNFSF13	SDC2	TNF superfamily member 13	syndecan 2	ENSBTAG00000000130	ENSBTAG00000014357
TNFSF13	TNFRSF11B	TNF superfamily member 13	TNF receptor superfamily member 11b	ENSBTAG00000000130	ENSBTAG00000007423
TNFSF13	TNFRSF13B	TNF superfamily member 13	TNF receptor superfamily member 13B	ENSBTAG00000000130	ENSBTAG00000015298
TNFSF13	TNFRSF17	TNF superfamily member 13	TNF receptor superfamily member 17	ENSBTAG00000000130	ENSBTAG00000049285
TNFSF13	TNFRSF1A	TNF superfamily member 13	TNF receptor superfamily member 1A	ENSBTAG00000000130	ENSBTAG00000004211
TNFSF14	LTBR	TNF superfamily member 14	lymphotoxin beta receptor	ENSBTAG00000012223	ENSBTAG00000015312
TNFSF14	TNFRSF6B	TNF superfamily member 14	TNF receptor superfamily member 6b	ENSBTAG00000012223	ENSBTAG00000007498
TNFSF15	TNFRSF25	TNF superfamily member 15	TNF receptor superfamily member 25	ENSBTAG00000018069	ENSBTAG00000006519
TNFSF15	TNFRSF6B	TNF superfamily member 15	TNF receptor superfamily member 6b	ENSBTAG00000018069	ENSBTAG00000007498
TNFSF18	TNFRSF18	TNF superfamily member 18	TNF receptor superfamily member 18	ENSBTAG00000047412	ENSBTAG00000015632
TNFSF4	TNFRSF4	TNF superfamily member 4	TNF receptor superfamily member 4	ENSBTAG00000002894	ENSBTAG00000015635
TNFSF4	TRAF2	TNF superfamily member 4	TNF receptor associated factor 2	ENSBTAG00000002894	ENSBTAG00000010497
TNFSF8	TNFRSF8	TNF superfamily member 8	TNF receptor superfamily member 8	ENSBTAG00000025782	ENSBTAG00000039937
TNFSF9	TNFRSF9	TNF superfamily member 9	TNF receptor superfamily member 9	ENSBTAG00000046266	ENSBTAG00000003313
TNFSF9	TRAF2	TNF superfamily member 9	TNF receptor associated factor 2	ENSBTAG00000046266	ENSBTAG00000010497
TNF	RIPK1	tumor necrosis factor	receptor interacting serine/threonine kinase 1	ENSBTAG00000025471	ENSBTAG00000006378
TNF	SLC5A11	tumor necrosis factor	solute carrier family 5 member 11	ENSBTAG00000025471	ENSBTAG00000003467
TNF	TNFRSF1A	tumor necrosis factor	TNF receptor superfamily member 1A	ENSBTAG00000025471	ENSBTAG00000004211
TNF	TNFRSF1B	tumor necrosis factor	TNF receptor superfamily member 1B	ENSBTAG00000025471	ENSBTAG00000024928
TNF	TNFRSF21	tumor necrosis factor	TNF receptor superfamily member 21	ENSBTAG00000025471	ENSBTAG00000020054
TNF	TRADD	tumor necrosis factor	TNFRSF1A associated via death domain	ENSBTAG00000025471	ENSBTAG00000012642
TNF	TRAF2	tumor necrosis factor	TNF receptor associated factor 2	ENSBTAG00000025471	ENSBTAG00000010497
TPH1	HTR1A	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 1A	ENSBTAG00000005343	ENSBTAG00000040439
TPH1	HTR1B	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 1B	ENSBTAG00000005343	ENSBTAG00000037429
TPH1	HTR1D	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 1D	ENSBTAG00000005343	ENSBTAG00000040329
TPH1	HTR1E	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 1E	ENSBTAG00000005343	ENSBTAG00000026580
TPH1	HTR1F	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 1F	ENSBTAG00000005343	ENSBTAG00000039151
TPH1	HTR2A	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 2A	ENSBTAG00000005343	ENSBTAG00000013498
TPH1	HTR2B	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 2B	ENSBTAG00000005343	ENSBTAG00000039772
TPH1	HTR4	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 4	ENSBTAG00000005343	ENSBTAG00000010837
TPH1	HTR5A	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 5A	ENSBTAG00000005343	ENSBTAG00000002891
TPH1	HTR6	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 6	ENSBTAG00000005343	ENSBTAG00000007996
TPH1	HTR7	tryptophan hydroxylase 1	5-hydroxytryptamine receptor 7	ENSBTAG00000005343	ENSBTAG00000008783
TRH	TRHR	thyrotropin releasing hormone	thyrotropin releasing hormone receptor	ENSBTAG00000005306	ENSBTAG00000019997
TSHB	ADCYAP1R1	thyroid stimulating hormone subunit beta	ADCYAP receptor type I	ENSBTAG00000006295	ENSBTAG00000020247
TSHB	ADRB2	thyroid stimulating hormone subunit beta	adrenoceptor beta 2	ENSBTAG00000006295	ENSBTAG00000002144
TSHB	ADRB3	thyroid stimulating hormone subunit beta	adrenoceptor beta 3	ENSBTAG00000006295	ENSBTAG00000017981
TSHB	GPR20	thyroid stimulating hormone subunit beta	G protein-coupled receptor 20	ENSBTAG00000006295	ENSBTAG00000015985
TSHB	GPR84	thyroid stimulating hormone subunit beta	G protein-coupled receptor 84	ENSBTAG00000006295	ENSBTAG00000015592
TSHB	PTH1R	thyroid stimulating hormone subunit beta	parathyroid hormone 1 receptor	ENSBTAG00000006295	ENSBTAG00000016948
TSHB	RAMP2	thyroid stimulating hormone subunit beta	receptor activity modifying protein 2	ENSBTAG00000006295	ENSBTAG00000019903
TSHB	RAMP3	thyroid stimulating hormone subunit beta	receptor activity modifying protein 3	ENSBTAG00000006295	ENSBTAG00000020704
TSHB	TSHR	thyroid stimulating hormone subunit beta	thyroid stimulating hormone receptor	ENSBTAG00000006295	ENSBTAG00000017489
TSHB	VIPR1	thyroid stimulating hormone subunit beta	vasoactive intestinal peptide receptor 1	ENSBTAG00000006295	ENSBTAG00000006567
TSLP	IL7R	thymic stromal lymphopoietin	interleukin 7 receptor	ENSBTAG00000060087	ENSBTAG00000019975
UBA52	ACVR1	ubiquitin A-52 residue ribosomal protein fusion product 1	activin A receptor type 1	ENSBTAG00000007737	ENSBTAG00000011909
UBA52	ADRB2	ubiquitin A-52 residue ribosomal protein fusion product 1	adrenoceptor beta 2	ENSBTAG00000007737	ENSBTAG00000002144
UBA52	AGTR1	ubiquitin A-52 residue ribosomal protein fusion product 1	angiotensin II receptor type 1	ENSBTAG00000007737	ENSBTAG00000045633
UBA52	BMPR1B	ubiquitin A-52 residue ribosomal protein fusion product 1	bone morphogenetic protein receptor type 1B	ENSBTAG00000007737	ENSBTAG00000002081
UBA52	EGFR	ubiquitin A-52 residue ribosomal protein fusion product 1	epidermal growth factor receptor	ENSBTAG00000007737	ENSBTAG00000011628
UBA52	ERBB2	ubiquitin A-52 residue ribosomal protein fusion product 1	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000007737	ENSBTAG00000021798
UBA52	FGFR2	ubiquitin A-52 residue ribosomal protein fusion product 1	fibroblast growth factor receptor 2	ENSBTAG00000007737	ENSBTAG00000014064
UBA52	FSHR	ubiquitin A-52 residue ribosomal protein fusion product 1	follicle stimulating hormone receptor	ENSBTAG00000007737	ENSBTAG00000032424
UBA52	LDLR	ubiquitin A-52 residue ribosomal protein fusion product 1	low density lipoprotein receptor	ENSBTAG00000007737	ENSBTAG00000012314
UBA52	LRP2	ubiquitin A-52 residue ribosomal protein fusion product 1	LDL receptor related protein 2	ENSBTAG00000007737	ENSBTAG00000004555
UBA52	NOTCH1	ubiquitin A-52 residue ribosomal protein fusion product 1	notch receptor 1	ENSBTAG00000007737	ENSBTAG00000022799
UBA52	RIPK1	ubiquitin A-52 residue ribosomal protein fusion product 1	receptor interacting serine/threonine kinase 1	ENSBTAG00000007737	ENSBTAG00000006378
